Provider,PotentialFraud,AttendingPhysician
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV53808,Yes,PHY362864
PRV51178,Yes,PHY351542
PRV51178,Yes,PHY351542
PRV51178,Yes,PHY351542
PRV51178,Yes,PHY351542
PRV51178,Yes,PHY351542
PRV51178,Yes,PHY351542
PRV51178,Yes,PHY351542
PRV51178,Yes,PHY351542
PRV51178,Yes,PHY351542
PRV51178,Yes,PHY351542
PRV51178,Yes,PHY351542
PRV51178,Yes,PHY351542
PRV51178,Yes,PHY351542
PRV51178,Yes,PHY351542
PRV51178,Yes,PHY351542
PRV51178,Yes,PHY351542
PRV51178,Yes,PHY351542
PRV51178,Yes,PHY351542
PRV51178,Yes,PHY351542
PRV51178,Yes,PHY351542
PRV51178,Yes,PHY351542
PRV51178,Yes,PHY351542
PRV51178,Yes,PHY351542
PRV51178,Yes,PHY351542
PRV51178,Yes,PHY351542
PRV51178,Yes,PHY351542
PRV51178,Yes,PHY351542
PRV51178,Yes,PHY351542
PRV51178,Yes,PHY351542
PRV51178,Yes,PHY351542
PRV51178,Yes,PHY351542
PRV51178,Yes,PHY351542
PRV51178,Yes,PHY351542
PRV51178,Yes,PHY351542
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV51159,Yes,PHY422690
PRV54085,No,PHY407489
PRV54085,No,PHY401934
PRV54085,No,PHY314707
PRV54085,No,PHY400549
PRV54085,No,PHY364248
PRV54085,No,PHY382626
PRV54085,No,PHY346423
PRV54085,No,PHY372495
PRV54085,No,PHY349931
PRV54085,No,PHY428847
PRV54085,No,PHY401934
PRV54085,No,PHY411941
PRV54085,No,PHY349931
PRV54085,No,PHY341605
PRV54085,No,PHY372425
PRV54085,No,PHY428057
PRV54085,No,PHY346423
PRV54085,No,PHY353107
PRV54085,No,PHY397229
PRV54085,No,PHY312930
PRV54085,No,PHY371638
PRV54085,No,PHY366475
PRV54085,No,PHY358114
PRV54085,No,PHY312586
PRV54085,No,PHY397229
PRV54085,No,PHY422179
PRV54085,No,PHY342934
PRV54085,No,PHY408643
PRV54085,No,PHY372495
PRV54085,No,PHY353010
PRV54085,No,PHY311770
PRV54085,No,PHY408643
PRV54085,No,PHY343857
PRV54085,No,PHY400549
PRV54085,No,PHY342934
PRV54085,No,PHY397928
PRV54085,No,PHY342524
PRV54085,No,PHY348459
PRV54085,No,PHY425985
PRV54085,No,PHY326472
PRV54085,No,PHY395320
PRV54085,No,PHY335412
PRV54085,No,PHY315577
PRV54085,No,PHY390052
PRV54085,No,PHY312586
PRV54085,No,PHY391855
PRV54085,No,PHY318148
PRV54085,No,PHY342934
PRV54085,No,PHY426904
PRV54085,No,PHY410760
PRV54085,No,PHY410961
PRV54085,No,PHY425345
PRV54085,No,PHY355511
PRV54085,No,PHY384612
PRV54085,No,PHY413085
PRV54085,No,PHY432325
PRV54085,No,PHY341341
PRV54085,No,PHY401934
PRV54560,Yes,PHY350844
PRV54560,Yes,PHY402688
PRV54560,Yes,PHY359231
PRV54560,Yes,PHY402430
PRV54560,Yes,PHY361475
PRV54560,Yes,PHY322147
PRV54560,Yes,PHY408926
PRV54560,Yes,PHY397661
PRV54560,Yes,PHY386424
PRV54560,Yes,PHY401164
PRV54560,Yes,PHY328280
PRV54560,Yes,PHY393537
PRV54560,Yes,PHY352480
PRV54560,Yes,PHY402430
PRV54560,Yes,PHY422259
PRV54560,Yes,PHY422259
PRV54560,Yes,PHY416869
PRV54560,Yes,PHY390495
PRV54560,Yes,PHY404877
PRV54560,Yes,PHY328280
PRV54560,Yes,PHY397661
PRV54560,Yes,PHY359231
PRV54560,Yes,PHY431434
PRV54560,Yes,PHY397661
PRV54560,Yes,PHY352480
PRV54560,Yes,PHY373705
PRV54560,Yes,PHY314917
PRV54560,Yes,PHY390495
PRV54560,Yes,PHY422847
PRV54560,Yes,PHY392104
PRV54560,Yes,PHY341943
PRV54560,Yes,PHY328280
PRV54560,Yes,PHY323997
PRV54560,Yes,PHY323973
PRV54560,Yes,PHY339665
PRV54560,Yes,PHY359339
PRV54560,Yes,PHY341943
PRV54560,Yes,PHY358976
PRV54560,Yes,PHY397661
PRV54560,Yes,PHY422847
PRV54917,No,PHY384992
PRV54917,No,PHY384992
PRV54917,No,PHY384992
PRV54917,No,PHY384992
PRV54917,No,PHY384992
PRV54917,No,PHY384992
PRV54917,No,PHY384992
PRV54917,No,PHY384992
PRV54917,No,PHY384992
PRV54917,No,PHY384992
PRV54917,No,PHY384992
PRV54917,No,PHY384992
PRV54917,No,PHY384992
PRV54917,No,PHY384992
PRV54917,No,PHY384992
PRV56416,Yes,PHY425554
PRV56416,Yes,PHY397162
PRV56416,Yes,PHY397162
PRV56416,Yes,PHY425554
PRV56416,Yes,PHY414788
PRV56416,Yes,PHY414788
PRV56416,Yes,PHY414788
PRV56416,Yes,PHY414788
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY409483
PRV56416,Yes,PHY381723
PRV56416,Yes,PHY381723
PRV56416,Yes,PHY414788
PRV56416,Yes,PHY397162
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY333782
PRV56416,Yes,PHY381723
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY379160
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY425554
PRV56416,Yes,PHY397162
PRV56416,Yes,PHY354189
PRV56416,Yes,PHY352913
PRV56416,Yes,PHY354189
PRV56416,Yes,PHY414788
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY381723
PRV56416,Yes,PHY352913
PRV56416,Yes,PHY405968
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY409483
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY381723
PRV56416,Yes,PHY381723
PRV56416,Yes,PHY414788
PRV56416,Yes,PHY405968
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY397162
PRV56416,Yes,PHY352913
PRV56416,Yes,PHY425554
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY354189
PRV56416,Yes,PHY409483
PRV56416,Yes,PHY381723
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY379160
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY405968
PRV56416,Yes,PHY352913
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY354189
PRV56416,Yes,PHY425554
PRV56416,Yes,PHY405968
PRV56416,Yes,PHY414788
PRV56416,Yes,PHY381723
PRV56416,Yes,PHY425554
PRV56416,Yes,PHY333782
PRV56416,Yes,PHY379160
PRV56416,Yes,PHY397162
PRV56416,Yes,PHY389399
PRV56416,Yes,PHY354189
PRV56416,Yes,PHY414788
PRV56416,Yes,PHY389399
PRV56416,Yes,PHY425554
PRV56416,Yes,PHY333782
PRV56416,Yes,PHY425554
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY333782
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY354189
PRV56416,Yes,PHY352913
PRV56416,Yes,PHY354189
PRV56416,Yes,PHY352913
PRV56416,Yes,PHY425554
PRV56416,Yes,PHY405968
PRV56416,Yes,PHY352913
PRV56416,Yes,PHY354189
PRV56416,Yes,PHY352913
PRV56416,Yes,PHY389399
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY354189
PRV56416,Yes,PHY381723
PRV56416,Yes,PHY354189
PRV56416,Yes,PHY354189
PRV56416,Yes,PHY425554
PRV56416,Yes,PHY389399
PRV56416,Yes,PHY389399
PRV56416,Yes,PHY354189
PRV56416,Yes,PHY352913
PRV56416,Yes,PHY354189
PRV56416,Yes,PHY354189
PRV56416,Yes,PHY405968
PRV56416,Yes,PHY405968
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY414788
PRV56416,Yes,PHY354189
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY352913
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY354189
PRV56416,Yes,PHY354189
PRV56416,Yes,PHY414788
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY381723
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY389399
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY414788
PRV56416,Yes,PHY425554
PRV56416,Yes,PHY379160
PRV56416,Yes,PHY414788
PRV56416,Yes,PHY354189
PRV56416,Yes,PHY409483
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY414788
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY381723
PRV56416,Yes,PHY354189
PRV56416,Yes,PHY352913
PRV56416,Yes,PHY397162
PRV56416,Yes,PHY333782
PRV56416,Yes,PHY414788
PRV56416,Yes,PHY425554
PRV56416,Yes,PHY352913
PRV56416,Yes,PHY405968
PRV56416,Yes,PHY389399
PRV56416,Yes,PHY352913
PRV56416,Yes,PHY405968
PRV56416,Yes,PHY354189
PRV56416,Yes,PHY397162
PRV56416,Yes,PHY381723
PRV56416,Yes,PHY352913
PRV56416,Yes,PHY352913
PRV56416,Yes,PHY352913
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY397162
PRV56416,Yes,PHY414788
PRV56416,Yes,PHY414788
PRV56416,Yes,PHY352913
PRV56416,Yes,PHY379160
PRV56416,Yes,PHY379160
PRV56416,Yes,PHY354189
PRV56416,Yes,PHY405968
PRV56416,Yes,PHY333782
PRV56416,Yes,PHY425554
PRV56416,Yes,PHY397162
PRV56416,Yes,PHY354189
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY405968
PRV56416,Yes,PHY352913
PRV56416,Yes,PHY389399
PRV56416,Yes,PHY354189
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY405968
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY352913
PRV56416,Yes,PHY397162
PRV56416,Yes,PHY389399
PRV56416,Yes,PHY352913
PRV56416,Yes,PHY352913
PRV56416,Yes,PHY354189
PRV56416,Yes,PHY379160
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY354189
PRV56416,Yes,PHY333782
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY354189
PRV56416,Yes,PHY381723
PRV56416,Yes,PHY409483
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY379160
PRV56416,Yes,PHY405968
PRV56416,Yes,PHY354189
PRV56416,Yes,PHY414788
PRV56416,Yes,PHY354189
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY389399
PRV56416,Yes,PHY381723
PRV56416,Yes,PHY333782
PRV56416,Yes,PHY425554
PRV56416,Yes,PHY354189
PRV56416,Yes,PHY354189
PRV56416,Yes,PHY425554
PRV56416,Yes,PHY379160
PRV56416,Yes,PHY379160
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY409483
PRV56416,Yes,PHY333782
PRV56416,Yes,PHY397162
PRV56416,Yes,PHY354189
PRV56416,Yes,PHY389399
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY389399
PRV56416,Yes,PHY389399
PRV56416,Yes,PHY354189
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY425554
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY433485
PRV56416,Yes,PHY381723
PRV56416,Yes,PHY389399
PRV56416,Yes,PHY389399
PRV56416,Yes,PHY389399
PRV56416,Yes,PHY405968
PRV54399,Yes,PHY327409
PRV54399,Yes,PHY398304
PRV54399,Yes,PHY327409
PRV54399,Yes,PHY400693
PRV54399,Yes,PHY314341
PRV54399,Yes,PHY354202
PRV54399,Yes,PHY398304
PRV54399,Yes,PHY314341
PRV54399,Yes,PHY398304
PRV54399,Yes,PHY327409
PRV54399,Yes,PHY314341
PRV54399,Yes,PHY398304
PRV54399,Yes,PHY398304
PRV54348,No,PHY370193
PRV54348,No,PHY425823
PRV54348,No,PHY370193
PRV54348,No,PHY425823
PRV54348,No,PHY370193
PRV54348,No,PHY425823
PRV54348,No,PHY425823
PRV54348,No,PHY425823
PRV54348,No,PHY425823
PRV54348,No,PHY312648
PRV54348,No,PHY312648
PRV54348,No,PHY312648
PRV54348,No,PHY312648
PRV54348,No,PHY425823
PRV54348,No,PHY425823
PRV54348,No,PHY312648
PRV54348,No,PHY370193
PRV54348,No,PHY425823
PRV54348,No,PHY312648
PRV54348,No,PHY312648
PRV54348,No,PHY312648
PRV54348,No,PHY312648
PRV54348,No,PHY425823
PRV54348,No,PHY370193
PRV54348,No,PHY370193
PRV54348,No,PHY312648
PRV54348,No,PHY312648
PRV54348,No,PHY312648
PRV54348,No,PHY312648
PRV54348,No,PHY312648
PRV54348,No,PHY312648
PRV54348,No,PHY312648
PRV54348,No,PHY312648
PRV54348,No,PHY312648
PRV54348,No,PHY312648
PRV54348,No,PHY425823
PRV54348,No,PHY425823
PRV54348,No,PHY425823
PRV54348,No,PHY425823
PRV54348,No,PHY370193
PRV54348,No,PHY425823
PRV54348,No,PHY312648
PRV54348,No,PHY312648
PRV54348,No,PHY312648
PRV54348,No,PHY370193
PRV54348,No,PHY370193
PRV54348,No,PHY312648
PRV54348,No,PHY370193
PRV54348,No,PHY370193
PRV54348,No,PHY425823
PRV54348,No,PHY312648
PRV54348,No,PHY312648
PRV54348,No,PHY312648
PRV54348,No,PHY312648
PRV54348,No,PHY425823
PRV54348,No,PHY312648
PRV54348,No,PHY425823
PRV54348,No,PHY312648
PRV54348,No,PHY370193
PRV54348,No,PHY312648
PRV54348,No,PHY370193
PRV54348,No,PHY312648
PRV54348,No,PHY425823
PRV54348,No,PHY312648
PRV54348,No,PHY370193
PRV54348,No,PHY425823
PRV54348,No,PHY425823
PRV54348,No,PHY370193
PRV54348,No,PHY370193
PRV54348,No,PHY425823
PRV54348,No,PHY312648
PRV54348,No,PHY312648
PRV54348,No,PHY312648
PRV54348,No,PHY370193
PRV54348,No,PHY425823
PRV54348,No,PHY370193
PRV54348,No,PHY370193
PRV54348,No,PHY312648
PRV54348,No,PHY312648
PRV54348,No,PHY370193
PRV54348,No,PHY370193
PRV54348,No,PHY425823
PRV54348,No,PHY425823
PRV54348,No,PHY312648
PRV54348,No,PHY370193
PRV54348,No,PHY312648
PRV54348,No,PHY312648
PRV54348,No,PHY370193
PRV54348,No,PHY370193
PRV54348,No,PHY312648
PRV54348,No,PHY425823
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52402,No,PHY424985
PRV52621,No,PHY317994
PRV52621,No,PHY314619
PRV52621,No,PHY344535
PRV52621,No,PHY317994
PRV52621,No,PHY374781
PRV52621,No,PHY411405
PRV52621,No,PHY314619
PRV52621,No,PHY335307
PRV52621,No,PHY332666
PRV52621,No,PHY332473
PRV52621,No,PHY332666
PRV52621,No,PHY332666
PRV52621,No,PHY350509
PRV52621,No,PHY313207
PRV52621,No,PHY335307
PRV52621,No,PHY332666
PRV52621,No,PHY332666
PRV52621,No,PHY402792
PRV52621,No,PHY332666
PRV52621,No,PHY402792
PRV52621,No,PHY424547
PRV52621,No,PHY333651
PRV52621,No,PHY353837
PRV52621,No,PHY314619
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY335071
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY343379
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY320108
PRV51244,Yes,PHY416029
PRV51244,Yes,PHY335071
PRV53620,No,PHY385479
PRV53620,No,PHY385479
PRV53620,No,PHY385479
PRV53620,No,PHY370396
PRV53620,No,PHY401972
PRV53620,No,PHY334103
PRV53385,Yes,PHY400550
PRV53385,Yes,PHY361298
PRV53385,Yes,PHY422607
PRV53385,Yes,PHY327900
PRV53385,Yes,PHY361298
PRV53385,Yes,PHY361298
PRV53385,Yes,PHY422607
PRV53385,Yes,PHY333445
PRV53385,Yes,PHY327900
PRV53385,Yes,PHY327900
PRV53385,Yes,PHY422607
